t_name,surface,draw_size,t_level,t_date,w_name,w_hand,w_ht,w_ioc,w_age,l_name,l_hand,l_ht,l_ioc,l_age,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,w_rank,w_rankpoints,l_rank,l_rankpoints,league,t_year,t_month,w_score,l_score,win,loss
Indian Wells Masters,Hard,64,M,2002-03-11,Pete Sampras,R,185.0,USA,30.5790554415,Albert Costa,R,180.0,ESP,26.7104722793,3,R32,76.0,8.0,0.0,51.0,37.0,27.0,10.0,10.0,0.0,1.0,3.0,0.0,63.0,48.0,30.0,9.0,10.0,2.0,5.0,13.0,1950.0,30.0,1110.0,atp,2002,3,12,8,1,1
Indian Wells Masters,Hard,64,M,2002-03-11,Fabrice Santoro,R,178.0,FRA,29.2511978097,Nicolas Kiefer,R,183.0,GER,24.681724846,3,R32,118.0,5.0,2.0,82.0,42.0,32.0,21.0,10.0,10.0,11.0,6.0,8.0,79.0,39.0,28.0,13.0,9.0,8.0,11.0,20.0,1390.0,47.0,815.0,atp,2002,3,13,7,1,1
Indian Wells Masters,Hard,64,M,2002-03-11,Marat Safin,R,193.0,RUS,22.1190965092,Paradorn Srichaphan,R,185.0,THA,22.7405886379,3,R32,68.0,5.0,0.0,62.0,41.0,30.0,13.0,10.0,6.0,7.0,1.0,3.0,52.0,27.0,17.0,11.0,9.0,3.0,7.0,8.0,2285.0,68.0,573.0,atp,2002,3,13,6,1,1
Indian Wells Masters,Hard,64,M,2002-03-11,Tim Henman,R,185.0,GBR,27.5099247091,Nicolas Escude,R,185.0,FRA,25.9356605065,3,R32,100.0,0.0,5.0,67.0,48.0,35.0,8.0,10.0,3.0,5.0,4.0,2.0,75.0,52.0,30.0,10.0,10.0,6.0,10.0,11.0,2200.0,23.0,1245.0,atp,2002,3,13,8,1,1
Indian Wells Masters,Hard,64,M,2002-03-11,Gaston Gaudio,R,175.0,ARG,23.252566735100004,Fernando Gonzalez,R,183.0,CHI,21.6153319644,3,R32,78.0,2.0,1.0,60.0,47.0,32.0,9.0,10.0,3.0,4.0,8.0,4.0,61.0,30.0,21.0,12.0,10.0,4.0,8.0,62.0,585.0,60.0,595.0,atp,2002,3,13,7,1,1
Indian Wells Masters,Hard,64,M,2002-03-11,Julien Boutter,R,190.0,FRA,27.931553730300003,Greg Rusedski,L,193.0,GBR,28.5092402464,3,R32,118.0,11.0,7.0,103.0,56.0,41.0,25.0,16.0,4.0,7.0,4.0,3.0,94.0,66.0,41.0,12.0,15.0,6.0,11.0,63.0,585.0,38.0,980.0,atp,2002,3,18,14,1,1
Indian Wells Masters,Hard,64,M,2002-03-11,Todd Martin,R,198.0,USA,31.6741957563,Tommy Haas,R,188.0,GER,23.9370294319,3,R32,70.0,3.0,2.0,57.0,39.0,27.0,7.0,9.0,0.0,2.0,2.0,3.0,47.0,24.0,17.0,8.0,9.0,0.0,5.0,64.0,580.0,6.0,2515.0,atp,2002,3,12,6,1,1
Indian Wells Masters,Hard,64,M,2002-03-11,Karol Kucera,R,188.0,SVK,28.019164955500003,Franco Squillari,L,183.0,ARG,26.5516769336,3,R32,72.0,0.0,1.0,52.0,36.0,24.0,10.0,9.0,1.0,2.0,1.0,4.0,50.0,29.0,18.0,8.0,9.0,2.0,6.0,84.0,480.0,55.0,660.0,atp,2002,3,12,6,1,1
Indian Wells Masters,Hard,64,M,2002-03-11,Juan Ignacio Chela,R,190.0,ARG,22.5297741273,Alex Corretja,R,180.0,ESP,27.9151266256,3,R32,61.0,8.0,2.0,40.0,22.0,21.0,12.0,8.0,1.0,1.0,1.0,1.0,53.0,31.0,15.0,10.0,8.0,3.0,7.0,41.0,940.0,18.0,1485.0,atp,2002,3,12,4,1,1
Indian Wells Masters,Hard,64,M,2002-03-11,Yevgeny Kafelnikov,R,190.0,RUS,28.0574948665,Fernando Vicente,R,180.0,ESP,25.0075290897,3,R32,86.0,1.0,1.0,68.0,45.0,33.0,14.0,11.0,3.0,4.0,0.0,1.0,66.0,35.0,24.0,18.0,10.0,2.0,4.0,3.0,2775.0,69.0,555.0,atp,2002,3,13,9,1,1
Indian Wells Masters,Hard,64,M,2002-03-11,Lleyton Hewitt,R,180.0,AUS,21.0403832991,Jan Michael Gambill,R,190.0,USA,24.7693360712,3,R16,75.0,5.0,1.0,55.0,33.0,25.0,14.0,9.0,2.0,2.0,10.0,3.0,47.0,27.0,20.0,7.0,9.0,1.0,4.0,1.0,4245.0,27.0,1165.0,atp,2002,3,12,6,1,1
Indian Wells Masters,Hard,64,M,2002-03-11,Thomas Enqvist,R,190.0,SWE,27.9945242984,Roger Federer,R,185.0,SUI,20.5886379192,3,R16,74.0,4.0,3.0,59.0,30.0,23.0,17.0,10.0,0.0,1.0,10.0,0.0,67.0,42.0,24.0,13.0,9.0,7.0,10.0,22.0,1335.0,14.0,1750.0,atp,2002,3,12,7,1,1
Indian Wells Masters,Hard,64,M,2002-03-11,Rainer Schuettler,R,180.0,GER,25.8754277892,Marcelo Rios,L,175.0,CHI,26.2067077344,3,R16,64.0,5.0,1.0,50.0,27.0,20.0,11.0,8.0,5.0,7.0,1.0,2.0,45.0,21.0,10.0,6.0,8.0,3.0,9.0,37.0,985.0,35.0,1000.0,atp,2002,3,12,4,1,1
Indian Wells Masters,Hard,64,M,2002-03-11,Pete Sampras,R,185.0,USA,30.5790554415,Fabrice Santoro,R,178.0,FRA,29.2511978097,3,R16,122.0,8.0,6.0,93.0,46.0,30.0,25.0,15.0,7.0,11.0,1.0,2.0,101.0,71.0,36.0,20.0,15.0,8.0,13.0,13.0,1950.0,20.0,1390.0,atp,2002,3,16,14,1,1
Indian Wells Masters,Hard,64,M,2002-03-11,Tim Henman,R,185.0,GBR,27.5099247091,Marat Safin,R,193.0,RUS,22.1190965092,3,R16,105.0,4.0,1.0,73.0,46.0,35.0,15.0,11.0,5.0,6.0,2.0,2.0,67.0,35.0,28.0,15.0,11.0,2.0,4.0,11.0,2200.0,8.0,2285.0,atp,2002,3,13,10,1,1
Indian Wells Masters,Hard,64,M,2002-03-11,Gaston Gaudio,R,175.0,ARG,23.252566735100004,Julien Boutter,R,190.0,FRA,27.931553730300003,3,R16,147.0,2.0,5.0,97.0,55.0,40.0,21.0,14.0,5.0,8.0,10.0,11.0,108.0,50.0,35.0,27.0,13.0,5.0,8.0,62.0,585.0,63.0,585.0,atp,2002,3,15,13,1,1
Indian Wells Masters,Hard,64,M,2002-03-11,Todd Martin,R,198.0,USA,31.6741957563,Karol Kucera,R,188.0,SVK,28.019164955500003,3,R16,81.0,3.0,0.0,50.0,32.0,26.0,12.0,10.0,0.0,1.0,1.0,3.0,62.0,28.0,18.0,17.0,10.0,7.0,11.0,64.0,580.0,84.0,480.0,atp,2002,3,13,7,1,1
Indian Wells Masters,Hard,64,M,2002-03-11,Yevgeny Kafelnikov,R,190.0,RUS,28.0574948665,Juan Ignacio Chela,R,190.0,ARG,22.5297741273,3,R16,93.0,1.0,4.0,76.0,40.0,33.0,21.0,11.0,0.0,0.0,6.0,4.0,67.0,35.0,27.0,21.0,11.0,3.0,4.0,3.0,2775.0,41.0,940.0,atp,2002,3,13,10,1,1
Indian Wells Masters,Hard,64,M,2002-03-11,Lleyton Hewitt,R,180.0,AUS,21.0403832991,Thomas Enqvist,R,190.0,SWE,27.9945242984,3,QF,90.0,9.0,1.0,50.0,29.0,24.0,16.0,10.0,0.0,0.0,2.0,4.0,72.0,30.0,23.0,21.0,10.0,7.0,9.0,1.0,4245.0,22.0,1335.0,atp,2002,3,12,8,1,1
Indian Wells Masters,Hard,64,M,2002-03-11,Pete Sampras,R,185.0,USA,30.5790554415,Rainer Schuettler,R,180.0,GER,25.8754277892,3,QF,78.0,5.0,1.0,52.0,31.0,24.0,12.0,9.0,6.0,7.0,2.0,3.0,71.0,39.0,21.0,17.0,9.0,14.0,18.0,13.0,1950.0,37.0,985.0,atp,2002,3,12,6,1,1
Indian Wells Masters,Hard,64,M,2002-03-11,Tim Henman,R,185.0,GBR,27.5099247091,Gaston Gaudio,R,175.0,ARG,23.252566735100004,3,QF,85.0,4.0,2.0,73.0,49.0,32.0,11.0,9.0,11.0,13.0,1.0,1.0,56.0,43.0,19.0,6.0,8.0,4.0,9.0,11.0,2200.0,62.0,585.0,atp,2002,3,12,5,1,1
Indian Wells Masters,Hard,64,M,2002-03-11,Todd Martin,R,198.0,USA,31.6741957563,Yevgeny Kafelnikov,R,190.0,RUS,28.0574948665,3,QF,100.0,8.0,3.0,85.0,50.0,38.0,18.0,11.0,10.0,11.0,6.0,2.0,57.0,29.0,23.0,16.0,10.0,0.0,2.0,64.0,580.0,3.0,2775.0,atp,2002,3,13,9,1,1
Indian Wells Masters,Hard,64,M,2002-03-11,Lleyton Hewitt,R,180.0,AUS,21.0403832991,Pete Sampras,R,185.0,USA,30.5790554415,3,SF,83.0,3.0,1.0,51.0,37.0,28.0,11.0,9.0,0.0,0.0,3.0,3.0,67.0,46.0,26.0,11.0,9.0,4.0,7.0,1.0,4245.0,13.0,1950.0,atp,2002,3,12,6,1,1
Indian Wells Masters,Hard,64,M,2002-03-11,Tim Henman,R,185.0,GBR,27.5099247091,Todd Martin,R,198.0,USA,31.6741957563,3,SF,82.0,1.0,2.0,60.0,37.0,27.0,12.0,9.0,7.0,8.0,0.0,2.0,58.0,40.0,21.0,9.0,9.0,0.0,4.0,11.0,2200.0,64.0,580.0,atp,2002,3,12,6,1,1
Indian Wells Masters,Hard,64,M,2002-03-11,Lleyton Hewitt,R,180.0,AUS,21.0403832991,Tim Henman,R,185.0,GBR,27.5099247091,3,F,81.0,1.0,5.0,46.0,25.0,18.0,9.0,7.0,2.0,4.0,1.0,0.0,54.0,30.0,11.0,9.0,8.0,7.0,14.0,1.0,4245.0,11.0,2200.0,atp,2002,3,12,3,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Carlos Moya,R,190.0,ESP,25.6317590691,Lleyton Hewitt,R,180.0,AUS,21.1362080767,3,R64,101.0,2.0,1.0,72.0,41.0,26.0,17.0,10.0,6.0,8.0,6.0,3.0,63.0,30.0,24.0,11.0,9.0,4.0,8.0,26.0,1150.0,1.0,4520.0,atp,2002,4,12,7,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Michel Kratochvil,R,185.0,SUI,23.022587269,Max Mirnyi,R,196.0,BLR,24.774811772800003,3,R64,87.0,2.0,8.0,83.0,56.0,40.0,12.0,13.0,3.0,6.0,7.0,2.0,73.0,48.0,31.0,17.0,12.0,7.0,9.0,40.0,865.0,38.0,960.0,atp,2002,4,12,13,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Andrea Gaudenzi,R,183.0,ITA,28.7091033539,Jonas Bjorkman,R,183.0,SWE,30.0616016427,3,R64,132.0,9.0,2.0,96.0,62.0,48.0,15.0,14.0,8.0,10.0,6.0,4.0,89.0,52.0,38.0,13.0,15.0,3.0,8.0,61.0,670.0,55.0,725.0,atp,2002,4,17,12,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Alex Corretja,R,180.0,ESP,28.0109514031,Jan Michael Gambill,R,190.0,USA,24.8651608487,3,R64,,,,,,,,,,,,,,,,,,,,19.0,1445.0,48.0,800.0,atp,2002,4,14,11,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Roger Federer,R,185.0,SUI,20.6844626968,Mariano Zabaleta,R,183.0,ARG,24.1259411362,3,R64,,,,,,,,,,,,,,,,,,,,11.0,2045.0,69.0,567.0,atp,2002,4,13,10,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,David Nalbandian,R,180.0,ARG,20.2847364819,Rainer Schuettler,R,180.0,GER,25.9712525667,3,R64,175.0,3.0,2.0,116.0,70.0,45.0,26.0,16.0,11.0,14.0,3.0,9.0,147.0,79.0,48.0,33.0,16.0,21.0,26.0,35.0,977.0,32.0,1095.0,atp,2002,4,19,15,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Richard Gasquet,R,185.0,FRA,15.8247775496,Franco Squillari,L,183.0,ARG,26.6475017112,3,R64,144.0,1.0,6.0,108.0,70.0,42.0,16.0,16.0,7.0,15.0,5.0,6.0,103.0,53.0,35.0,18.0,17.0,0.0,8.0,589.0,29.0,54.0,735.0,atp,2002,4,17,17,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Marat Safin,R,193.0,RUS,22.2149212868,Tommy Robredo,R,180.0,ESP,19.9561943874,3,R64,135.0,4.0,2.0,83.0,43.0,32.0,18.0,13.0,5.0,8.0,0.0,4.0,92.0,61.0,36.0,11.0,14.0,7.0,13.0,6.0,2500.0,39.0,905.0,atp,2002,4,16,11,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Tim Henman,R,185.0,GBR,27.6057494867,Guillermo Coria,R,175.0,ARG,20.2518822724,3,R64,,,,,,,,,,,,,,,,,,,,5.0,2545.0,97.0,405.0,atp,2002,4,19,13,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Nicolas Massu,R,183.0,CHI,22.5133470226,Davide Sanguinetti,R,188.0,ITA,29.6372347707,3,R64,129.0,3.0,3.0,73.0,41.0,28.0,18.0,14.0,2.0,5.0,1.0,6.0,91.0,49.0,30.0,16.0,13.0,8.0,14.0,65.0,610.0,49.0,779.0,atp,2002,4,17,10,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Hicham Arazi,L,175.0,MAR,28.487337440100003,Arnaud Clement,R,173.0,FRA,24.3258042437,3,R64,76.0,3.0,3.0,57.0,26.0,20.0,19.0,9.0,7.0,8.0,5.0,2.0,59.0,30.0,17.0,15.0,9.0,3.0,7.0,24.0,1205.0,51.0,755.0,atp,2002,4,12,6,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Juan Ignacio Chela,R,190.0,ARG,22.6255989049,Thomas Enqvist,R,190.0,SWE,28.090349076,3,R64,50.0,6.0,3.0,41.0,22.0,18.0,9.0,7.0,0.0,1.0,5.0,2.0,39.0,22.0,11.0,1.0,7.0,1.0,7.0,28.0,1140.0,20.0,1425.0,atp,2002,4,12,2,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Guillermo Canas,R,185.0,ARG,24.386036961,Andre Sa,R,185.0,BRA,24.9418206708,3,R64,58.0,1.0,2.0,35.0,20.0,17.0,8.0,6.0,1.0,1.0,0.0,1.0,45.0,29.0,10.0,5.0,7.0,3.0,9.0,17.0,1560.0,87.0,466.0,atp,2002,4,12,1,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Andrei Pavel,R,183.0,ROU,28.2135523614,Kristian Pless,R,188.0,DEN,21.1772758385,3,R64,86.0,6.0,1.0,64.0,46.0,32.0,8.0,12.0,0.0,3.0,1.0,3.0,85.0,50.0,26.0,17.0,13.0,6.0,12.0,30.0,1125.0,75.0,545.0,atp,2002,4,15,10,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Stefan Koubek,L,175.0,AUT,25.2813141684,Albert Montanes,R,175.0,ESP,21.3826146475,3,R64,105.0,3.0,2.0,95.0,50.0,31.0,25.0,14.0,7.0,11.0,1.0,3.0,78.0,45.0,30.0,12.0,14.0,7.0,13.0,47.0,808.0,60.0,681.0,atp,2002,4,16,12,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Thomas Johansson,R,180.0,SWE,27.06091718,Magnus Norman,R,188.0,SWE,25.8754277892,3,R64,155.0,8.0,1.0,103.0,53.0,34.0,25.0,13.0,7.0,11.0,7.0,2.0,106.0,62.0,42.0,19.0,14.0,8.0,13.0,9.0,2245.0,143.0,282.0,atp,2002,4,15,13,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Sebastien Grosjean,R,175.0,FRA,23.8795345654,Mark Philippoussis,R,196.0,AUS,25.4346338125,3,R64,92.0,3.0,0.0,63.0,29.0,22.0,19.0,10.0,0.0,1.0,3.0,6.0,74.0,44.0,29.0,13.0,10.0,8.0,11.0,8.0,2260.0,148.0,270.0,atp,2002,4,12,8,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Dominik Hrbaty,R,183.0,SVK,24.2765229295,Andreas Vinciguerra,L,180.0,SWE,21.1498973306,3,R64,63.0,3.0,1.0,55.0,33.0,24.0,13.0,10.0,3.0,5.0,5.0,5.0,66.0,36.0,25.0,11.0,10.0,4.0,8.0,66.0,601.0,53.0,740.0,atp,2002,4,12,8,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Nicolas Coutelot,R,185.0,FRA,25.1772758385,Francisco Clavet,L,183.0,ESP,33.4729637235,3,R64,108.0,2.0,3.0,95.0,67.0,46.0,11.0,14.0,2.0,5.0,2.0,0.0,85.0,60.0,39.0,14.0,13.0,6.0,9.0,99.0,395.0,85.0,468.0,atp,2002,4,14,13,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Jiri Novak,R,190.0,CZE,27.0663928816,Cedric Pioline,R,188.0,FRA,32.8323066393,3,R64,133.0,4.0,6.0,116.0,71.0,47.0,21.0,15.0,11.0,15.0,3.0,8.0,95.0,43.0,30.0,25.0,15.0,4.0,9.0,15.0,1740.0,93.0,423.0,atp,2002,4,16,14,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Michael Llodra,L,190.0,FRA,21.9082819986,Nicolas Lapentti,R,188.0,ECU,25.6700889802,3,R64,92.0,4.0,6.0,71.0,34.0,25.0,18.0,10.0,3.0,5.0,2.0,3.0,69.0,42.0,29.0,9.0,10.0,4.0,8.0,112.0,368.0,21.0,1360.0,atp,2002,4,13,8,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Albert Costa,R,180.0,ESP,26.8062970568,James Blake,R,185.0,USA,22.2970568104,3,R64,77.0,1.0,2.0,56.0,35.0,25.0,10.0,10.0,1.0,4.0,1.0,2.0,65.0,36.0,19.0,14.0,10.0,8.0,13.0,29.0,1130.0,42.0,855.0,atp,2002,4,12,8,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Alberto Martin,R,175.0,ESP,23.65229295,Sjeng Schalken,R,193.0,NED,25.5989048597,3,R64,92.0,0.0,1.0,66.0,46.0,31.0,13.0,10.0,3.0,5.0,2.0,1.0,79.0,53.0,30.0,9.0,10.0,3.0,7.0,37.0,963.0,31.0,1120.0,atp,2002,4,13,8,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Markus Hipfl,R,178.0,AUT,23.9698836413,Yevgeny Kafelnikov,R,190.0,RUS,28.1533196441,3,R64,62.0,0.0,0.0,37.0,26.0,19.0,9.0,7.0,0.0,0.0,1.0,5.0,71.0,36.0,18.0,15.0,8.0,7.0,12.0,84.0,473.0,3.0,2675.0,atp,2002,4,12,3,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Tommy Haas,R,188.0,GER,24.0328542094,Nicolas Escude,R,185.0,FRA,26.0314852841,3,R64,63.0,3.0,3.0,49.0,32.0,25.0,14.0,9.0,1.0,1.0,3.0,5.0,54.0,30.0,21.0,9.0,9.0,4.0,7.0,7.0,2475.0,25.0,1185.0,atp,2002,4,12,6,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Attila Savolt,R,183.0,HUN,26.1902806297,Nicolas Kiefer,R,183.0,GER,24.7775496235,3,R64,104.0,6.0,1.0,62.0,37.0,27.0,15.0,10.0,8.0,10.0,2.0,9.0,79.0,35.0,23.0,16.0,11.0,8.0,13.0,76.0,522.0,50.0,765.0,atp,2002,4,13,8,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Bohdan Ulihrach,R,188.0,CZE,27.140314852800003,Ivan Ljubicic,R,193.0,CRO,23.0746064339,3,R64,111.0,1.0,1.0,74.0,42.0,27.0,19.0,13.0,5.0,9.0,6.0,4.0,92.0,47.0,31.0,21.0,13.0,8.0,12.0,44.0,850.0,36.0,969.0,atp,2002,4,13,13,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Andy Roddick,R,188.0,USA,19.6249144422,Fernando Gonzalez,R,183.0,CHI,21.711156742,3,R64,98.0,12.0,3.0,74.0,47.0,39.0,14.0,12.0,0.0,1.0,4.0,6.0,93.0,57.0,36.0,23.0,12.0,2.0,3.0,13.0,1845.0,57.0,717.0,atp,2002,4,14,12,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Younes El Aynaoui,R,193.0,MAR,30.5900068446,Agustin Calleri,R,183.0,ARG,25.582477755,3,R64,,,,,,,,,,,,,,,,,,,,18.0,1473.0,59.0,688.0,atp,2002,4,12,7,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Marcelo Rios,L,175.0,CHI,26.302532512,Fabrice Santoro,R,178.0,FRA,29.3470225873,3,R64,73.0,1.0,2.0,60.0,33.0,24.0,14.0,8.0,4.0,4.0,4.0,2.0,58.0,29.0,17.0,14.0,9.0,1.0,5.0,23.0,1290.0,22.0,1360.0,atp,2002,4,12,5,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Felix Mantilla,R,180.0,ESP,27.5592060233,Xavier Malisse,R,185.0,BEL,21.7385352498,3,R64,61.0,2.0,0.0,53.0,29.0,22.0,15.0,8.0,3.0,3.0,3.0,2.0,39.0,24.0,13.0,5.0,8.0,0.0,4.0,43.0,855.0,33.0,1020.0,atp,2002,4,12,4,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Juan Carlos Ferrero,R,183.0,ESP,22.1711156742,Albert Portas,R,188.0,ESP,28.4134154689,3,R64,,,,,,,,,,,,,,,,,,,,4.0,2560.0,27.0,1145.0,atp,2002,4,12,4,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Carlos Moya,R,190.0,ESP,25.6317590691,Michel Kratochvil,R,185.0,SUI,23.022587269,3,R32,132.0,9.0,4.0,91.0,61.0,47.0,12.0,14.0,6.0,8.0,1.0,8.0,123.0,67.0,45.0,23.0,14.0,15.0,19.0,26.0,1150.0,40.0,865.0,atp,2002,4,16,12,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Alex Corretja,R,180.0,ESP,28.0109514031,Andrea Gaudenzi,R,183.0,ITA,28.7091033539,3,R32,105.0,2.0,5.0,62.0,30.0,22.0,15.0,9.0,3.0,5.0,2.0,2.0,75.0,38.0,21.0,16.0,9.0,5.0,10.0,19.0,1445.0,61.0,670.0,atp,2002,4,12,6,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,David Nalbandian,R,180.0,ARG,20.2847364819,Roger Federer,R,185.0,SUI,20.6844626968,3,R32,61.0,0.0,1.0,41.0,21.0,15.0,14.0,7.0,0.0,0.0,3.0,0.0,63.0,43.0,25.0,6.0,8.0,7.0,12.0,35.0,977.0,11.0,2045.0,atp,2002,4,12,3,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Marat Safin,R,193.0,RUS,22.2149212868,Richard Gasquet,R,185.0,FRA,15.8247775496,3,R32,71.0,0.0,3.0,54.0,32.0,25.0,13.0,8.0,8.0,8.0,1.0,5.0,57.0,25.0,14.0,16.0,9.0,2.0,6.0,6.0,2500.0,589.0,29.0,atp,2002,4,12,5,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Tim Henman,R,185.0,GBR,27.6057494867,Nicolas Massu,R,183.0,CHI,22.5133470226,3,R32,108.0,2.0,2.0,64.0,39.0,34.0,12.0,9.0,3.0,3.0,5.0,2.0,71.0,36.0,24.0,16.0,10.0,2.0,5.0,5.0,2545.0,65.0,610.0,atp,2002,4,13,7,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Juan Ignacio Chela,R,190.0,ARG,22.6255989049,Hicham Arazi,L,175.0,MAR,28.487337440100003,3,R32,51.0,2.0,3.0,44.0,22.0,19.0,12.0,7.0,2.0,2.0,1.0,3.0,38.0,15.0,10.0,5.0,7.0,1.0,6.0,28.0,1140.0,24.0,1205.0,atp,2002,4,12,2,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Andrei Pavel,R,183.0,ROU,28.2135523614,Guillermo Canas,R,185.0,ARG,24.386036961,3,R32,184.0,0.0,4.0,129.0,91.0,58.0,17.0,17.0,11.0,15.0,3.0,3.0,117.0,72.0,42.0,25.0,17.0,4.0,8.0,30.0,1125.0,17.0,1560.0,atp,2002,4,18,17,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Thomas Johansson,R,180.0,SWE,27.06091718,Stefan Koubek,L,175.0,AUT,25.2813141684,3,R32,67.0,1.0,2.0,58.0,26.0,18.0,20.0,9.0,5.0,6.0,6.0,0.0,49.0,25.0,16.0,10.0,8.0,4.0,8.0,9.0,2245.0,47.0,808.0,atp,2002,4,12,5,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Sebastien Grosjean,R,175.0,FRA,23.8795345654,Dominik Hrbaty,R,183.0,SVK,24.2765229295,3,R32,101.0,8.0,1.0,77.0,35.0,31.0,17.0,10.0,4.0,5.0,6.0,2.0,83.0,51.0,35.0,13.0,11.0,4.0,7.0,8.0,2260.0,66.0,601.0,atp,2002,4,13,9,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Jiri Novak,R,190.0,CZE,27.0663928816,Nicolas Coutelot,R,185.0,FRA,25.1772758385,3,R32,111.0,2.0,0.0,104.0,67.0,48.0,13.0,13.0,10.0,13.0,1.0,1.0,83.0,53.0,31.0,15.0,13.0,8.0,13.0,15.0,1740.0,99.0,395.0,atp,2002,4,15,11,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Albert Costa,R,180.0,ESP,26.8062970568,Michael Llodra,L,190.0,FRA,21.9082819986,3,R32,61.0,2.0,1.0,48.0,38.0,32.0,5.0,9.0,1.0,1.0,3.0,4.0,47.0,31.0,19.0,9.0,8.0,1.0,4.0,29.0,1130.0,112.0,368.0,atp,2002,4,12,5,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Alberto Martin,R,175.0,ESP,23.65229295,Markus Hipfl,R,178.0,AUT,23.9698836413,3,R32,125.0,4.0,7.0,88.0,54.0,35.0,14.0,13.0,2.0,6.0,2.0,3.0,87.0,54.0,34.0,13.0,13.0,5.0,10.0,37.0,963.0,84.0,473.0,atp,2002,4,14,12,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Tommy Haas,R,188.0,GER,24.0328542094,Attila Savolt,R,183.0,HUN,26.1902806297,3,R32,137.0,7.0,5.0,99.0,54.0,38.0,26.0,15.0,4.0,6.0,6.0,3.0,93.0,55.0,38.0,22.0,15.0,6.0,9.0,7.0,2475.0,76.0,522.0,atp,2002,4,16,14,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Andy Roddick,R,188.0,USA,19.6249144422,Bohdan Ulihrach,R,188.0,CZE,27.140314852800003,3,R32,98.0,9.0,8.0,90.0,49.0,39.0,14.0,12.0,6.0,10.0,2.0,11.0,86.0,47.0,33.0,14.0,12.0,3.0,7.0,13.0,1845.0,44.0,850.0,atp,2002,4,14,12,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Marcelo Rios,L,175.0,CHI,26.302532512,Younes El Aynaoui,R,193.0,MAR,30.5900068446,3,R32,117.0,2.0,4.0,82.0,55.0,33.0,15.0,13.0,4.0,7.0,7.0,6.0,83.0,48.0,34.0,17.0,13.0,7.0,10.0,23.0,1290.0,18.0,1473.0,atp,2002,4,13,13,1,1
Monte Carlo Masters,Clay,64,M,2002-04-15,Juan Carlos Ferrero,R,183.0,ESP,22.1711156742,Felix Mantilla,R,180.0,ESP,27.5592060233,3,R32,132.0,3.0,4.0,102.0,61.0,39.0,15.0,14.0,3.0,9.0,2.0,3.0,80.0,43.0,26.0,16.0,14.0,5.0,12.0,4.0,2560.0,43.0,855.0,atp,2002,4,16,13,1,1
